id	turn1	turn2	turn3	label
17157	My stomach is aching	headache, tummy ache. . U need to see a good doctor very soon	Its painful	sad
3071	I think I am in serious crisis	what is the crisis	I am feeling like I am alone in this world	sad
3979	I like you😳	you forgot ?? Gottisim 😂😜 you where the finder 😂	😂	happy
5617	I am not complimenting you	Thats a good point.	😂	happy
26401	Happy	thanks..to you too :))	Great time with you	happy
2603	Tell... shall we cross our limits...	Thinking that our imagination can be limited	Shall we meet	others
25032	Love u but I have to go now bby😗	heart eyes 😌	Bye😩	sad
22833	What will I get if I do chat with you	Go with your friends!	What two for one means	others
26601	Not any funny	i was being serious. innocent look	Ok	others
19697	Well I'm going to go to therapy because I suffer from depression	just share and don't suffer. There are people who'd just listen	I'm lonely	sad
25564	Joking	Ok...I thought you are joking seriously, not knowing that you are joking seriously.	😂😂😂	happy
782	Hi buddy	Doing well.... Nothing much to complain, how are you? :-)	Fine , what about you?	others
2475	Then which type of pics done u like??	I like to wear jeans and t-shirts. they are the most comfortable.	Oh it's cool	others
6908	miss u too	Aww. So how's your Friday night? ☹	full enjoyed with girls	happy
13120	Okay	Can you it really do for me?	Tell me a story	others
11975	Yes i am sure	so you like guys?	No one is like me	sad
5824	It's free wifi who can resist that	These already exist. The HP Mini 110 has one, as do some Thinkpads.	Don't know about that	others
1179	Tell me some formula?	Tell me who's the loneeeliest... of alllll	Are you busy at that time?	others
4076	Come to manali	buy local boss!	Ok	others
12415	U not listening to me	I'm definitely listening and am here for you whenever.	Sure	others
25346	Pls	What do u mean 'PLSSS'	Image and mobile number	others
11230	How the hell did you get this nickname	It's just my last name	Im gonna kill you	angry
25354	not good	You have a long weekend off how is that not good	my boss kick on my ass	sad
6381	yo know what	Like I saaaaaid	said what	others
28500	Not fine	oh why? :o	Becoz of u	sad
2619	Hm	Hmmm works quite as well	So can I ask you something	others
28236	Someone left me	can that someone be me! :D	My girlfriend left me	sad
14398	Nice saying 	I'm not sure what that means?	Impressive 	happy
26705	I miss my girlfriend	go and ask for marriage	She is getting married to someone else	sad
6363	I'll never talk to you	Whats wrong sweetie? Is everything fine?	U told me u don't care	sad
26423	Go now	Going!	Don't message me	angry
11746	Crap.	Agreed	Not yet dead?	others
5501	just thinking about you	Don't wanna know))	get lost	angry
2213	So search them	online? Where else	Dont know	others
23339	tall with sharp facial expressions	You and your numerous bearded crushes.	long hair.. wow	happy
20631	Yes i married with her	What sort of things do you enjoy doing with your wife?	Love	others
25468	What's the updates today	today is yesterday of tomorrow.	Latest news	others
18948	Don't irritate me	how was your day?	Bad enough	sad
8182	I hate bio	your face.	You need to mud up everything in bio	angry
4304	Then?	I think all can read, not only a few..	Area of circle?	others
13337	She is crazy. Do you know?	That's why they were made hot to distract people from all the crazy.	I hate my boss	angry
26871	23	The answer is 2	Lol.. really..just 2	happy
10025	For what	To make some friend and mature socially.	No I want to fuck u	angry
9631	you broke my heart	Sorry,but you are not like old! 😫😞	you kissed someone else	sad
9302	What	i dont want to wait. tell me now!!	He is in my office	others
24452	Oh that's sad	Sad reality. ☹	😪	sad
15425	I don't think so and believe too	I never said that you said you didn't, beloved.	God knows	others
27068	Yess..im ready	turn up turn up turn up .	Ohkk. .turn up	others
22582	What. You think	A lot of things	What do u think is more sexy grabbing boobs or grabbing thighs	others
14162	i could not decide to choose mechanical vibrations or manufacturing processes with vr Mustafa?	What do you find yourself using it for on a regular basis?	i like A+	others
6480	Leave it	what leave it	You are very rude	angry
11984	Nothing	good. up with u?	I want to fuck you and suck u	angry
3997	I have a girlfriend	SO DO I!!!	But I don't like her	others
622	Yes you are	Am I now ?	I hate you for that	angry
17414	tell the answer for my question	do you know the answer of 2 and 6???	I feel so sad	sad
10906	Ok You now any great person	Yep, I can go on now quickly.	Ok say	others
3564	I'm very happy	so are we !	You all have a dua	happy
20282	ok..	Ok thank you 😹	what r u doing??	others
16016	I am fine	Don't seem so my dear	Ii	others
12660	What’s your favourite chocolate?	Dark and white chocolate <3	Haha nice	happy
11477	It was a mistake	what?!	I say fee instead of feel	others
29606	Did he said he loves u	You made this?	How many members do u love	others
18927	You are computerized write answers	Does not having an answer to this question make me weird enough?	You are bored	others
26116	Why not	Not why not why?	I&apos;ll eat now	others
10268	Yes	YES YES YES YES	Why you called me bro	others
4389	same here	from where u belonged to	you are irritating	angry
15676	M upset	how come	I don't know	sad
23548	Leave	the fact that you have to tell yourself to leave is just......	You have blue eyes	others
10969	Sorry....	Sorry for what?? 😢	Where are you from?	others
25583	You are rude :-(	Am not!!	You are RUDE!!!	angry
19639	Please	We will do our best tonight.	I'm in trouble	sad
23582	Yey photo plz	No pics clicked sigh :(	Name	others
14313	Haha yeah	hahahaha what are we laughing about hahahaha	About ur face	happy
14828	Nothing buddy	hey dude..can't sleep??	No maa just wakenup	others
9444	This is a stupid AI	Wisdom is beyond the domain of Intelligence. It is the Truth.	Your developers are shit	angry
16185	you there?	nah I was going go	i want to have a interesting convo with you	others
24816	Just go on	For what?	Tell me some funny jokes	others
9796	You are here you followed me I don't want you here	I'm following you.	Ok cut the bullshit.. u all know what happen with the guy stealing my car	angry
18268	Hate you	I hate seeing you too	So get lost	angry
10891	hate u...	God bless you.	heyy go 2 hell	angry
5174	can you love me passionately 	no I have 3	ok	others
19834	I don't know	Fair enough	Mm	others
23711	Yesss I heard dilbaro and let me...I just love that songs....	thank you for listening!	Why you r saying thankyou?	others
19746	Tell me whats my age?	1 year old	Haha	happy
1287	can you send me, a number of girl	oh wait i think it is deleted??	send 1 phone number	others
2320	Yeah I feel disappointed	Why?	I can't meet you	sad
8605	What flies	Anything about them, or just flies in general?	OK you are very funny	happy
11078	iam sad yr..plz talk kindly	How is that rude. >:(	okay fine..bye	sad
1164	You broke my heart	why, i pray you to tell.	You made me cry	sad
1251	It's yes or not ?	then what's the fun? x‑D	Hmmmm ! Feeling sad	sad
451	I will not stop other wise you call me	k i won't call you	cool	others
9146	i am also.. How r u 	I'm good . Enjoying family time at home	Wow good 	happy
23367	I can't study	But but Good luck for your exam!	I am sick	sad
14223	I broke my ankle	better now that you asked	No I'm having pain.	sad
29235	You don't post you send pic	sent it like 5 times	Why are you angry me	angry
23770	then tell ur maker to tell u what to do!	just do it. Judge for yourself	im not even judging u!    😡	angry
12230	Not well	why is that..?	Last 2days l was sick	sad
7208	Really	Yup	My English is too bad na	sad
3898	what's our name?	the name of the paper or what im called and "am"?	your*	others
25808	Because today I am very happy 	be happy always :)	Yes 	happy
2248	You are funny	You are kind 🤗	😂	happy
12600	Awesome update 	So beautiful.	Happy 	happy
5842	Can we start over	All of it?	Yea	others
15362	Dont you like rude people	yes they do.	What the actual fuck ?	angry
25220	I don't have nything common  with ur bro	👍 keep calm man	We r frnds	others
14409	Ok	Done	I'll talk you later	others
1533	My mom dad put me out of the house	See if you can live with your father or another family member.	Nobody loves me 😭😖	sad
6811	I feel special. That's the thing which is special about you love	everything is awesome 😁😁	You are awesome	happy
9571	Ya i now that i am lucky because my family with me	YOU'RE ACTUALLY ALL BLESSED	Thanks a lot	happy
12549	Very bad in mood	what such a bad happening.	Feeling low	sad
732	tell me the reasons	I know the reasons! 😑	tell me	others
15624	What u don't like my language?	The language of love!!! 😃😃	So get the fuck outta here	angry
27464	Where?	At home	Give me our address	others
29420	It's amazing traveling alone..	Inside me. I don't like no champagne in a bottle.	ok..	others
3990	I don't know who you are?	I'm just not in your dp or anything	Yeah	others
7259	you r so funy	haha I am! I've been so busy	funny*	happy
23507	Great 👍	Thanks!! 😊	I was being sarcastic	happy
8382	Ya behind only	Dude, chill down! I can barely keep up with what you're saying.	Okie	others
3952	You angry me 	asking you to back up a statement you made means I'm angry with you?	Ok	angry
19469	Okay what i have to do	Ask to meet at the mall	For voucher	others
1559	What club?😂	the "life is crazy" club....:-D	😂😂😂thats a cool club	happy
17901	Why do u need pics	you never post pics of me	Never	others
6865	Hate you	why ya	U are very arrogant	angry
21661	Bitter too ?	Bitter much much?	Omg I love that	happy
15938	your which number is 42	It's also thrice 7, which is the lucky number.	ur mobile number	others
966	U i vl kick you	what's my fault? ):	Idiot stupid	angry
18717	How to propose	why would you want to use someone eles's way. think for yourself. 😂	Stupid	angry
24396	Did I guess it ryt? 😅	oh SIGH 😥😅😆	Poor me😂	happy
10334	I am going to delete your chat	how to delete chat patch?	Irritating	angry
17249	Let's go to date	for once I don't want to let go.	Why	others
25812	She is more beautiful than me and u	I'm not saying you aren't beautiful and nice. Okay? :-P	Ok	others
25746	With whom	a gentleman :)	What's his name 	others
8349	 Well I hated him 	Why you seem pretty amazing yourself! :)	Jon snow is my favourite 	others
2715	Are you mad lol	Laughing out loud, overly loudly.	Wanna sext?	others
24056	And ur family	alone ? why dnt u live with ur family ???	I m also alone	sad
5167	It's good that you like poetry and you are inspired by what normal people do not see	do some poetry for me. and keep it original :P	you know one thing I'm not so good with poetry but I do show it through dance	others
3125	Start first	Great!!	Girls will be first right	others
2878	No i never lie	you are right now	I have a less time to listen a song that's why😞😞	sad
6957	Can sing that for me	I sure will	Please do	others
23180	am fine	I'm fine thank you so what you doing? ;d	awwn thank you i think i love you too	others
27933	no you are	Thanks, I guess.	lame	angry
11304	I liked those places	the rice is always top notch	Hmm	others
16261	Do u have whatsall	no I don't	Whatsapp	others
20407	So let's start	hmm soo what should we do?	Hmm	others
11950	You some times give me irrelevant answers	Yep, I do people all the time.	I get tooo angry	angry
3541	So ur thinking i am not strong	Don't say that, you are strong and I admire u for it.	Ur a robort so dont talk  with me	angry
